lat_lon,county

47.9811.-98.9983,BENSON

47.9917.-98.8796,BENSON

48.56361111.-98.79833333,CAVALIER

47.9556.-99.0629,BENSON

47.9675.-98.8684,BENSON

47.975.-99.0962,BENSON

48.7333.-99.8421,ROLETTE

47.9197.-98.9636,BENSON

47.9694.-98.906,BENSON

48.8833.-99.7757,ROLETTE

47.9917.-98.9962,BENSON

48.8458.-99.9512,ROLETTE

48.8514.-99.7935,ROLETTE

47.9719.-98.8525,BENSON

47.985.-99.0001,BENSON

48.8361.-99.7393,ROLETTE

46.0947.-100.6643,SIOUX

48.8653.-99.7236,ROLETTE

47.9619.-102.1014,MOUNTRAIL

46.0906.-100.6658,SIOUX

47.9814.-99.0003,BENSON

48.0069.-99.0318,BENSON

48.798.-99.8692,ROLETTE

46.09067.-100.66608,SIOUX

47.9881.-98.999,BENSON

48.8556.-99.7393,ROLETTE

48.8525.-99.8367,ROLETTE

46.0939.-100.6551,SIOUX

46.96193.-103.50476,BILLINGS

47.9878.-99.0026,BENSON

46.4083.-100.5893,SIOUX

48.668611.-102.098611,WARD

48.8405.-99.728,ROLETTE

47.9417.-98.8046,BENSON

48.8353.-99.8972,ROLETTE

47.9828.-98.8608,BENSON

47.8642.-98.9308,BENSON

47.9583.-99.0462,BENSON

47.9875.-99.9212,PIERCE

47.9636.-98.8687,BENSON

48.8417.-99.9846,ROLETTE

47.9792.-99.0036,BENSON

46.3839.-100.6106,SIOUX

48.9122.-99.7444,ROLETTE

47.9889.-98.8393,BENSON

47.5789.-101.8847,MCLEAN

47.98403.-98.8683,BENSON

48.8375.-99.7356,ROLETTE

48.8314.-99.7611,ROLETTE

47.9539.-98.8069,BENSON

47.9542.-99.0796,BENSON

48.8256.-99.826,ROLETTE

47.9875.-98.9893,BENSON

47.9708.-99.0712,BENSON

47.9131.-98.8462,BENSON

46.3881.-100.584,SIOUX

48.8786.-99.884,ROLETTE

48.8786.-99.726,ROLETTE

47.9781.-98.8947,BENSON

47.89.-102.7392,MCKENZIE

47.98.-99.0275,BENSON

47.9708.-98.9921,BENSON

48.8292.-99.7607,ROLETTE

46.0964.-100.639,SIOUX

47.9897.-99.0494,BENSON

46.0892.-100.6535,SIOUX

46.64055556.-103.61861111,GOLDENVALLEY

47.9778.-98.8462,BENSON

47.9258.-98.8186,BENSON

47.9233.-98.8328,BENSON

47.9814.-98.8694,BENSON

48.8792.-100.0518,ROLETTE

48.86.-100.0278,ROLETTE

48.835.-100.0337,ROLETTE

47.9797.-99.0148,BENSON

47.9292.-98.8268,BENSON

47.9853.-98.9181,BENSON

47.9875.-102.1506,MOUNTRAIL

46.0967.-100.6362,SIOUX

47.9919.-99.039,BENSON

48.8617.-99.8615,ROLETTE

46.1697.-101.0887,SIOUX

47.9658.-98.9308,BENSON

48.8083.-99.8546,ROLETTE

48.8078.-100.0407,ROLETTE

46.0928.-100.6548,SIOUX

47.9917.-99.0129,BENSON

48.8681.-100.0271,ROLETTE

48.8703.-99.9171,ROLETTE

47.9764.-99.0792,BENSON

47.5514.-101.8575,MCLEAN

47.9697.-98.8468,BENSON

46.1333.-100.6671,SIOUX

47.975.-98.8365,BENSON

46.0247.-100.649,SIOUX

47.9903.-98.9275,BENSON

47.9231.-98.9562,BENSON

47.9761.-99.0854,BENSON

47.9808.-99.0026,BENSON

47.9611.-99.0615,BENSON

47.9211.-98.8444,BENSON

46.3333.-100.6337,SIOUX

47.9208.-98.8164,BENSON

48.8767.-99.8365,ROLETTE

48.8367.-99.7426,ROLETTE

47.9711.-99.0183,BENSON

47.9806.-98.8467,BENSON

47.9861.-99.0115,BENSON

47.9606.-99.0531,BENSON

48.0794.-98.8643,RAMSEY

46.3333.-100.6671,SIOUX

47.8583.-98.8421,BENSON

48.825.-99.7443,ROLETTE

48.8555.-99.8478,ROLETTE

47.9875.-99.9712,PIERCE

47.9917.-99.0087,BENSON

48.8433.-100.0492,ROLETTE

47.9453.-99.0903,BENSON

47.9758.-98.8789,BENSON

46.09653.-100.63794,SIOUX

47.985.-98.8656,BENSON

47.97460653.-98.99986057,BENSON

47.9708.-99.0379,BENSON

47.9939.-98.9275,BENSON

48.8417.-99.8579,ROLETTE

48.8322.-99.7478,ROLETTE

47.9944.-98.9278,BENSON

48.8125.-99.7899,ROLETTE

48.8611.-99.7374,ROLETTE

47.9867.-98.8675,BENSON

46.2569.-100.671,SIOUX

47.9894.-98.9989,BENSON

47.7561.-102.7507,MCKENZIE

48.45.-101.55,WARD

48.8075.-100.038,ROLETTE

48.8619.-99.9111,ROLETTE

48.8375.-99.7736,ROLETTE

48.863.-99.7236,ROLETTE

46.0986.-100.6553,SIOUX

47.9903.-98.9086,BENSON

47.7508.-102.7344,MCKENZIE

47.225.-103.50833333,BILLINGS

47.9917.-99.0076,BENSON

47.9169.-98.8337,BENSON

47.9036.-98.8244,BENSON

48.8425.-100.0258,ROLETTE

47.9811.-99.0147,BENSON

47.9775.-99.0121,BENSON

48.8142.-99.8458,ROLETTE

45.99.-100.966,SIOUX

48.8378.-99.7424,ROLETTE

47.9994.-99.0331,BENSON

47.9436.-99.0842,BENSON

47.8.-99.0171,EDDY

46.0931.-100.6321,SIOUX

46.1008.-100.6606,SIOUX

47.6736.-102.7482,DUNN

48.8119.-99.8347,ROLETTE

48.8647.-100.0079,ROLETTE

47.525.-101.8604,MCLEAN

47.995.-99.0172,BENSON

48.8383.-99.7314,ROLETTE

47.9706.-98.9347,BENSON

47.66083333.-103.91611111,MCKENZIE

48.0217.-98.8383,BENSON

47.9836.-98.9078,BENSON

47.9917.-99.1629,BENSON

47.9997.-98.8754,BENSON

48.8403.-100.0776,ROLETTE

47.975.-98.8796,BENSON

47.9853.-102.4939,MOUNTRAIL

47.9786.-98.8531,BENSON

47.9828.-98.9147,BENSON

46.0983.-100.6386,SIOUX

47.9925.-99.1042,BENSON

47.5.-102.0105,MERCER

47.8453.-99.0339,EDDY

47.9792.-98.8796,BENSON

48.8914.-99.7657,ROLETTE

47.9903.-98.8893,BENSON

48.8567.-99.7625,ROLETTE

47.9792.-99.0281,BENSON

47.9058.-98.7119,BENSON

47.99.-98.8806,BENSON

47.20111111.-103.72111111,GOLDENVALLEY

47.9792.-99.0712,BENSON

47.9681.-98.9046,BENSON

46.3833.-100.5837,SIOUX

47.3247.-101.3758,MERCER

47.9883.-102.5736,MCKENZIE

47.9208.-98.6726,BENSON

47.8586.-98.7106,BENSON

47.9831.-98.9089,BENSON

46.0911.-100.6582,SIOUX

47.9761.-102.6639,MCKENZIE

48.8383.-99.9239,ROLETTE

46.4117.-100.5914,SIOUX

47.9833.-98.8671,BENSON

47.9875.-99.0087,BENSON

47.9833.-98.9994,BENSON

47.9692.-98.8714,BENSON

47.9864.-98.9322,BENSON

46.0922.-100.6598,SIOUX

47.9708.-98.8712,BENSON

48.8506.-99.9821,ROLETTE

46.0947.-100.6407,SIOUX

47.9722.-99.0162,BENSON

47.9967.-98.8846,BENSON

47.9486.-98.8461,BENSON

46.1.-100.6337,SIOUX

46.0947.-100.656,SIOUX

47.9972.-98.9115,BENSON

46.0303.-101.4615,SIOUX

47.9783.-98.8257,BENSON

48.8372.-100.0755,ROLETTE

47.9586.-102.6633,MCKENZIE

47.9903.-98.9685,BENSON

47.9806.-98.866,BENSON

48.8625.-100.0101,ROLETTE

47.8542.-98.6921,BENSON

46.0436.-100.8626,SIOUX

47.9581.-99.0646,BENSON

47.985.-98.8703,BENSON

48.8772.-99.7235,ROLETTE

46.78916667.-103.33805556,BILLINGS

48.8075.-99.8322,ROLETTE

47.9825.-98.9164,BENSON

47.9694.-98.9587,BENSON

47.9775.-98.8871,BENSON

46.1192.-100.6796,SIOUX

48.8408.-99.8544,ROLETTE

48.8756.-99.9443,ROLETTE

47.9478.-98.8628,BENSON

47.9861.-99.0546,BENSON

47.9783.-98.8672,BENSON

48.0083.-98.8629,BENSON

47.9861.-98.8754,BENSON

48.8503.-99.7026,ROLETTE

46.3814.-100.5857,SIOUX

46.90792.-103.4006,BILLINGS

47.9439.-99.0817,BENSON

47.6497.-102.7281,DUNN

48.8519.-99.8169,ROLETTE

47.9072.-98.7919,BENSON

48.85.-100.0449,ROLETTE

47.9828.-98.9071,BENSON

47.9878.-98.8725,BENSON

46.2158.-101.1058,SIOUX

47.9917.-99.0129,BENSON

47.6208.-101.9061,MCLEAN

46.47861111.-103.5425,SLOPE

48.8528.-99.6889,ROLETTE

46.91198.-103.47469,BILLINGS

47.9417.-102.1283,MOUNTRAIL

46.0933.-100.665,SIOUX

47.9672.-98.885,BENSON

46.35.-100.6004,SIOUX

47.9603.-98.5525,RAMSEY

46.4139.-100.5957,SIOUX

48.8183.-99.7393,ROLETTE

48.0297.-99.0308,BENSON

47.9861.-98.8692,BENSON

46.0969.-100.6432,SIOUX

46.0528.-100.6693,SIOUX

46.3906.-100.5944,SIOUX

48.835.-99.8539,ROLETTE

46.53666667.-97.10361111,RICHLAND

47.9958.-98.9921,BENSON

47.9281.-98.8233,BENSON

47.0107746.-99.2954309,STUTSMAN

47.9531.-98.9173,BENSON

47.9542.-99.0712,BENSON

47.9075.-98.8059,BENSON

47.63027778.-103.31583333,MCKENZIE

48.0028.-98.7976,BENSON

46.1042.-100.6385,SIOUX

47.9822.-98.8675,BENSON

47.9781.-98.9081,BENSON

48.0106.-98.8464,BENSON

47.9833.-102.478,MOUNTRAIL

47.9786.-98.9276,BENSON

47.9506.-98.8835,BENSON

48.8639.-99.981,ROLETTE

46.3219.-100.5592,SIOUX

47.9811.-98.9983,BENSON

46.0853.-100.6325,SIOUX

45.9756.-100.8043,SIOUX

48.8694.-99.8839,ROLETTE

47.9889.-98.8393,BENSON

46.0906.-100.6618,SIOUX

48.8297.-99.7449,ROLETTE

48.8908.-99.8047,ROLETTE

47.9125.-98.8458,BENSON

48.0189.-98.8536,BENSON

47.9875.-98.8587,BENSON

46.0906.-100.6608,SIOUX

46.90277778.-103.49916667,BILLINGS

46.3519.-100.6328,SIOUX

47.9811.-99.0154,BENSON

47.9983.-99.0033,BENSON

46.9025.-103.55416667,BILLINGS

46.3283.-100.7707,SIOUX

48.8258.-99.7592,ROLETTE

47.9972.-98.8754,BENSON

47.9242.-98.8483,BENSON

47.9889.-99.0254,BENSON

47.9836.-99.0131,BENSON

47.9797.-99.0053,BENSON

47.9889.-98.8379,BENSON

47.9844.-98.8675,BENSON

46.2019.-100.651,SIOUX

47.9792.-99.0754,BENSON

47.9917.-98.8962,BENSON

46.3856.-100.6532,SIOUX

47.9956.-99.0462,BENSON

47.3256.-101.3756,MERCER

48.8769.-100.0212,ROLETTE

48.88.-100.0468,ROLETTE

48.8722.-99.7701,ROLETTE

47.9822.-102.6367,MCKENZIE

48.8389.-99.7393,ROLETTE

46.097.-100.6373,SIOUX

48.7501.-102.9624,DIVIDE

47.975.-98.8587,BENSON

47.9858.-99.0603,BENSON

46.3644.-100.5815,SIOUX

47.9997.-99.0046,BENSON

47.7322.-102.6758,MCKENZIE

48.25666667.-100.92472222,MCHENRY

46.0984.-100.6551,SIOUX

48.85.-99.9115,ROLETTE

47.9889.-99.0129,BENSON

48.84.-99.7638,ROLETTE

47.9917.-98.8754,BENSON

46.1.-100.6504,SIOUX

47.9292.-98.8087,BENSON

48.8472.-99.9689,ROLETTE

47.9903.-98.9067,BENSON

46.0889.-100.6522,SIOUX

47.9389.-98.8059,BENSON

48.8417.-99.6996,ROLETTE

47.9706.-98.8943,BENSON

46.0925.-100.6579,SIOUX

47.8425.-102.6433,MOUNTRAIL

47.9942.-99.0128,BENSON

48.0169.-99.0094,BENSON

47.8197.-98.7334,EDDY

47.9225.-98.8156,BENSON

47.975.-99.0129,BENSON

47.9558.-99.0876,BENSON

47.9581.-99.0698,BENSON

48.8014.-99.8671,ROLETTE

46.0864.-100.6326,SIOUX

48.8355.-99.7305,ROLETTE

48.0208.-98.8462,BENSON

47.9833.-98.8837,BENSON

47.9917.-98.9129,BENSON

47.9775.-98.8751,BENSON

47.9889.-98.8921,BENSON

48.8308.-99.9814,ROLETTE

48.8692.-100.0278,ROLETTE

47.9917.-99.0393,BENSON

48.8444.-99.77,ROLETTE

47.3353.-101.3875,MERCER

47.9772.-98.8656,BENSON

48.8347.-99.8964,ROLETTE

46.0961.-100.6376,SIOUX

48.8378.-99.7649,ROLETTE

46.0906.-100.6579,SIOUX

47.9786.-98.8586,BENSON

48.85.-100.0611,ROLETTE

47.8786.-98.7501,BENSON

47.9744.-98.7921,BENSON

47.8342.-98.8972,EDDY

47.9958.-99.0421,BENSON

46.08878.-100.6597,SIOUX

47.9722.-99.0726,BENSON

46.0906.-100.6615,SIOUX

47.9775.-98.9986,BENSON

47.9208.-98.8046,BENSON

46.045.-100.8701,SIOUX

48.8361.-99.7185,ROLETTE

48.8489.-99.7908,ROLETTE

47.9872.-98.9204,BENSON

48.8289.-99.8978,ROLETTE

46.2628.-100.67,SIOUX

47.9881.-98.8885,BENSON

47.855.-98.8443,BENSON

48.8297.-99.7449,ROLETTE

46.3164.-100.5697,SIOUX

47.9875.-98.8796,BENSON

46.1389.-100.6833,SIOUX

48.8336.-99.9644,ROLETTE

47.9897.-98.9985,BENSON

47.9472.-99.0819,BENSON

47.9758.-99.0808,BENSON

48.0083.-98.8546,BENSON

47.9789.-99.0017,BENSON

48.8283.-99.7829,ROLETTE

47.9869.-98.8647,BENSON

47.982.-102.5921,MCKENZIE

47.9958.-98.8546,BENSON

47.9881.-98.9985,BENSON

48.025.-98.8421,BENSON

46.0833.-100.6504,SIOUX

47.6489.-101.8411,MCLEAN

48.8528.-99.7213,ROLETTE

46.0925.-100.6319,SIOUX

47.9817.-99.0067,BENSON

46.0833.-101.0004,SIOUX

47.9692.-99.06,BENSON

48.8928.-99.7346,ROLETTE

46.0803.-100.6698,SIOUX

47.9822.-99.0006,BENSON

48.8931.-99.7101,ROLETTE

47.964903.-98.996157,BENSON

46.1011.-100.6404,SIOUX

48.8658.-100.0275,ROLETTE

46.0917.-100.7029,SIOUX

47.8828.-102.7458,MCKENZIE

46.1386.-100.6504,SIOUX

48.27.-101.31,WARD

48.0089.-98.8384,BENSON

46.0883.-100.6401,SIOUX

47.9689.-98.9856,BENSON

48.8461.-100.0467,ROLETTE

48.9917.-99.049,TOWNER

47.975.-98.9129,BENSON

46.09039.-100.66603,SIOUX

47.6681.-101.8386,MCLEAN

47.9889.-98.9893,BENSON

47.9917.-99.0212,BENSON

46.3333.-100.5837,SIOUX

48.0061.-99.0194,BENSON

47.9911.-98.8823,BENSON

48.8417.-100.0721,ROLETTE

47.975.-98.9421,BENSON

48.0161.-99.0122,BENSON

46.2058.-100.7668,SIOUX

47.9842.-98.9856,BENSON

46.20139.-100.76444,SIOUX

48.8489.-99.9055,ROLETTE

48.8828.-100.0078,ROLETTE

48.858.-99.7247,ROLETTE

47.9194.-98.8153,BENSON

47.9942.-98.886,BENSON

48.8125.-99.8949,ROLETTE

48.8803.-99.9869,ROLETTE

45.9667.-100.6171,SIOUX

47.9842.-98.8717,BENSON

46.3481.-100.6037,SIOUX

46.0911.-100.6575,SIOUX

46.3933.-100.6001,SIOUX

47.9756.-98.9739,BENSON

48.8339.-99.7449,ROLETTE

48.8417.-99.7257,ROLETTE

47.9722.-99.0587,BENSON

46.0661.-100.6718,SIOUX

47.9875.-99.0129,BENSON

46.0864.-100.6332,SIOUX

48.8583.-99.7632,ROLETTE

48.843.-99.8542,ROLETTE

48.8928.-99.7647,ROLETTE

46.0819.-100.781,SIOUX

48.0.-102.3755,MOUNTRAIL

47.2463.-98.8388,STUTSMAN

48.8744.-99.6976,ROLETTE

47.9792.-98.9972,BENSON

48.8583.-99.8542,ROLETTE

46.4003.-100.6096,SIOUX

48.8625.-100.0258,ROLETTE

48.8492.-100.0244,ROLETTE

47.9814.-99.0044,BENSON

46.4111.-100.5967,SIOUX

46.05.-100.9671,SIOUX

46.0914.-100.6614,SIOUX

47.9822.-99.001,BENSON

48.8058.-99.8558,ROLETTE

47.9792.-98.8629,BENSON

47.9506.-102.1322,MOUNTRAIL

48.8922.-99.7121,ROLETTE

48.8744.-99.6976,ROLETTE

47.9875.-98.9893,BENSON

48.8339.-99.6596,ROLETTE

48.7444.-99.8365,ROLETTE

48.8347.-99.9326,ROLETTE

47.6481.-101.8425,MCLEAN

47.92.-98.8189,BENSON

48.8694.-99.7171,ROLETTE

46.1364.-100.6707,SIOUX

48.8297.-99.723,ROLETTE

47.85.-101.8502,WARD

47.9831.-99.0548,BENSON

47.9817.-99.0325,BENSON

46.1383.-100.6779,SIOUX

47.975.-98.9254,BENSON

47.9833.-99.0185,BENSON

48.9314.-99.8914,ROLETTE

47.7167.-102.6838,MCKENZIE

47.6522.-102.1206,MCLEAN

46.2686.-100.9329,SIOUX

48.8061.-99.9757,ROLETTE

46.08621.-100.63016,SIOUX

47.9833.-98.8671,BENSON

48.8697.-100.0283,ROLETTE

46.0892.-100.6321,SIOUX

48.8353.-99.7314,ROLETTE

48.8342.-99.7507,ROLETTE

47.9814.-99.0097,BENSON

46.1897.-100.7747,SIOUX

47.9833.-99.0837,BENSON

48.8056.-99.7838,ROLETTE

48.8375.-99.7438,ROLETTE

47.9889.-99.0379,BENSON

47.9483.-98.8583,BENSON

47.8947.-98.8972,BENSON

46.3725.-100.5883,SIOUX

48.875.-99.8893,ROLETTE

47.975.-99.1212,BENSON

48.8742.-99.8901,ROLETTE

46.05.-100.7837,SIOUX

47.9047.-98.7833,BENSON

48.8331.-99.7468,ROLETTE

46.0958.-100.6585,SIOUX

47.9861.-99.0154,BENSON

46.3747.-100.6525,SIOUX

47.9708.-99.0501,BENSON

47.9831.-98.9879,BENSON

48.8472.-99.9414,ROLETTE

47.9667.-102.6505,MCKENZIE

47.8422.-98.9231,EDDY

48.7983.-99.8665,ROLETTE

47.9717.-99.0172,BENSON

47.9811.-98.9983,BENSON

48.8581.-99.8654,ROLETTE

48.8592.-100.9277,BOTTINEAU

48.835.-99.7563,ROLETTE

47.9417.-98.8087,BENSON

47.9508.-98.8468,BENSON

48.8583.-99.7681,ROLETTE

46.0833.-100.6504,SIOUX

47.9667.-98.9837,BENSON

47.9058.-98.7117,BENSON

46.2622.-100.649,SIOUX

46.1667.-100.8337,SIOUX

48.8836.-99.6922,ROLETTE

48.8597.-100.0046,ROLETTE

47.9764.-98.9921,BENSON

48.8497.-100.026,ROLETTE

48.8092.-99.7671,ROLETTE

48.0333.-98.8337,BENSON

47.9667.-102.5505,MOUNTRAIL

48.8306.-99.9185,ROLETTE

48.8258.-99.8194,ROLETTE

47.9719.-98.974,BENSON

47.9722.-99.0268,BENSON

47.9917.-98.8587,BENSON

47.8.-98.8837,EDDY

48.8883.-99.8994,ROLETTE

47.9605.-102.8355,MCKENZIE

47.9889.-98.8868,BENSON

48.8592.-100.0235,ROLETTE

48.8453.-100.0196,ROLETTE

47.9878.-98.9314,BENSON

48.8778.-100.0406,ROLETTE

47.9844.-98.9258,BENSON

47.9561.-99.0786,BENSON

47.9719.-98.8658,BENSON

48.8569.-100.0361,ROLETTE

47.9583.-98.8712,BENSON

48.8192.-99.7629,ROLETTE

47.9156.-98.8875,BENSON

47.9231.-98.8165,BENSON

46.0892.-100.6325,SIOUX

48.8786.-100.0369,ROLETTE

46.0956.-100.645,SIOUX

48.5103.-99.6903,PIERCE

47.7725.-102.678,MCKENZIE

46.61666667.-103.82638889,GOLDENVALLEY

46.0989.-100.6773,SIOUX

47.9875.-98.8921,BENSON

47.9875.-99.0011,BENSON

48.8372.-99.7525,ROLETTE

47.9556.-99.0872,BENSON

47.9831.-98.9546,BENSON

48.8717.-100.0254,ROLETTE

48.8458.-100.0449,ROLETTE

48.8739.-99.8417,ROLETTE

47.7964.-102.601,DUNN

48.0225.-102.4692,MOUNTRAIL

47.9222.-99.7754,BENSON

46.0886.-100.6637,SIOUX

48.8425.-99.664,ROLETTE

47.9803.-98.9656,BENSON

47.9742.-102.5819,MCKENZIE

48.0042.-101.97,MOUNTRAIL

46.37422.-100.64683,SIOUX

48.848.-99.7392,ROLETTE

48.8347.-99.7744,ROLETTE

48.0092.-98.8372,BENSON

46.0964.-100.6426,SIOUX

47.975.-98.8712,BENSON

48.8681.-99.7379,ROLETTE

47.9806.-98.8456,BENSON

47.8397.-98.625,BENSON

48.8414.-99.6897,ROLETTE

47.985.-98.8961,BENSON

48.8444.-99.7588,ROLETTE

47.9778.-98.8183,BENSON

47.9917.-98.8712,BENSON

47.9183.-98.8164,BENSON

47.9997.-102.5174,MOUNTRAIL

47.9128.-98.8458,BENSON

47.9831.-99.0153,BENSON

47.9875.-98.8921,BENSON

46.0192.-101.1876,SIOUX

48.8514.-100.0183,ROLETTE

48.8483.-100.0286,ROLETTE

48.7135.-102.925,DIVIDE

48.8583.-99.7213,ROLETTE

48.8383.-99.7346,ROLETTE

48.8344.-99.8205,ROLETTE

46.0944.-100.6362,SIOUX

48.88.-99.788,ROLETTE

46.1061.-100.6397,SIOUX

46.0928.-100.6343,SIOUX

46.1.-100.6504,SIOUX

47.9842.-98.9061,BENSON

47.9681.-102.1397,MOUNTRAIL

47.9822.-99.0056,BENSON

48.0083.-98.8754,BENSON

46.41333333.-103.4,SLOPE

48.8772.-99.6915,ROLETTE

47.9694.-98.8712,BENSON

48.8914.-99.8561,ROLETTE

46.0833.-100.6337,SIOUX

46.09.-100.6526,SIOUX

46.0853.-100.6319,SIOUX

47.97441972.-99.00720845,BENSON

46.1639.-100.9487,SIOUX

47.8758.-98.9526,BENSON

48.8292.-99.7664,ROLETTE

48.8139.-99.7435,ROLETTE

46.4083.-100.5887,SIOUX

47.4743.-103.2745,MCKENZIE

46.1667.-100.8337,SIOUX

47.9958.-99.0001,BENSON

46.3.-100.6337,SIOUX

46.3728.-100.8919,SIOUX

47.9917.-98.8365,BENSON

46.09122.-100.65939,SIOUX

46.3333.-100.6671,SIOUX

48.8194.-99.8588,ROLETTE

48.8222.-99.7629,ROLETTE

48.9167.-99.8199,ROLETTE

48.8686.-100.0269,ROLETTE

47.925.-98.8168,BENSON

47.9917.-99.0282,BENSON

48.8403.-99.7354,ROLETTE

48.8492.-99.8282,ROLETTE

48.8125.-99.8072,ROLETTE

47.9792.-98.8921,BENSON

47.9708.-98.9712,BENSON

48.8369.-99.7403,ROLETTE

46.94472222.-103.59333333,BILLINGS

47.9625.-98.8553,BENSON

47.9789.-98.9961,BENSON

47.9803.-98.9964,BENSON

47.9917.-98.8962,BENSON

48.8353.-99.7421,ROLETTE

48.8417.-100.0546,ROLETTE

46.0533.-100.6683,SIOUX

48.9336.-99.8144,ROLETTE

48.8336.-99.6758,ROLETTE

47.9856.-98.8442,BENSON

45.9919.-100.8011,SIOUX

47.9856.-99.0251,BENSON

48.8083.-99.8079,ROLETTE

46.4058.-100.5879,SIOUX

47.9664.-98.9921,BENSON

48.9584.-100.8293,BOTTINEAU

48.9042.-100.8727,BOTTINEAU

48.86.-99.8522,ROLETTE

48.8436.-99.7671,ROLETTE

46.09.-100.6612,SIOUX

48.8358.-99.74,ROLETTE

46.3858.-100.5897,SIOUX

47.9058.-98.7844,BENSON

48.6435.-102.063,WARD

46.3828.-100.5876,SIOUX

46.3236.-100.5786,SIOUX

46.1167.-100.6671,SIOUX

47.9833.-99.1004,BENSON

47.9897.-98.9985,BENSON

48.8342.-99.6782,ROLETTE

47.971.-99.017,BENSON

47.9944.-98.8393,BENSON

47.9881.-98.9969,BENSON

46.0892.-100.6535,SIOUX

46.1167.-100.7171,SIOUX

47.9647.-102.6556,MCKENZIE

46.3897.-100.5919,SIOUX

47.59.-103.87305556,MCKENZIE

48.8092.-100.0378,ROLETTE

48.2578.-99.8615,BENSON

47.8831.-98.9296,BENSON

47.9233.-98.8162,BENSON

47.9197.-98.8694,BENSON

47.9722.-98.7921,BENSON

48.8439.-99.7665,ROLETTE

48.7911.-99.8208,ROLETTE

47.6639.-101.95,MCLEAN

48.8719.-99.8536,ROLETTE

47.9889.-98.8948,BENSON

46.0828.-100.6285,SIOUX

47.9372.-98.9308,BENSON

47.65416667.-103.11666667,MCKENZIE

47.9817.-98.9987,BENSON

47.9375.-98.8254,BENSON

48.8544.-99.7232,ROLETTE

46.26267.-100.66969,SIOUX

48.873.-99.193,TOWNER

48.8297.-99.8532,ROLETTE

47.9878.-98.8687,BENSON

48.8383.-99.8962,ROLETTE

47.4822.-102.2317,DUNN

47.8083.-102.4069,MOUNTRAIL

47.9889.-99.0403,BENSON

48.7323.-102.129,WARD

48.82.-99.7464,ROLETTE

48.8378.-99.7365,ROLETTE

48.855.-99.8828,ROLETTE

48.0331.-99.1462,BENSON

48.746944.-102.108655,WARD

48.8286.-99.7813,ROLETTE

47.9831.-99.0168,BENSON

48.8389.-99.7275,ROLETTE

48.8631.-99.8526,ROLETTE

48.8794.-99.9418,ROLETTE

47.975.-98.9254,BENSON

47.9206.-99.0025,BENSON

48.8508.-100.0455,ROLETTE

48.8339.-99.7035,ROLETTE

46.90194444.-103.43222222,BILLINGS

48.0458.-99.501,BENSON

46.0836.-100.6482,SIOUX

46.4081.-100.5871,SIOUX

47.9944.-98.8754,BENSON

47.7289.-102.6756,MCKENZIE

47.11833333.-103.48611111,BILLINGS

47.9831.-98.9921,BENSON

47.2494324.-97.4287212,TRAILL

46.09606.-100.64206,SIOUX

47.9958.-98.8546,BENSON

48.8397.-99.7567,ROLETTE

47.9872.-99.0003,BENSON

46.0919.-100.6492,SIOUX

47.9028.-98.8546,BENSON

47.9756.-102.5447,MOUNTRAIL

47.9197.-98.9217,BENSON

46.0614.-100.6648,SIOUX

48.87724.-99.89188,ROLETTE

47.9819.-98.986,BENSON

47.9908.-98.8667,BENSON

47.9225.-98.8254,BENSON

46.57333333.-103.48,SLOPE

47.975.-98.8087,BENSON

46.0914.-100.6601,SIOUX

46.2778.-100.6437,SIOUX

48.8347.-99.7688,ROLETTE

47.9917.-98.8948,BENSON

47.9875.-98.8711,BENSON

47.21518.-103.24823,BILLINGS

47.9917.-98.9948,BENSON

48.8125.-99.7908,ROLETTE

47.9914.-99.0004,BENSON

46.09383.-100.6575,SIOUX

46.0964.-100.634,SIOUX

47.9492.-98.8887,BENSON

47.9867.-98.8717,BENSON

48.8575.-99.7461,ROLETTE

