lat_lon,county
48.8931.-99.7449,ROLETTE
47.9831.-98.8334,BENSON
46.63833333.-103.55555556,BILLINGS
48.8236.-99.9632,ROLETTE
47.9772.-99.0169,BENSON
46.0975.-100.639,SIOUX
47.9869.-98.9169,BENSON
48.9011.-99.7436,ROLETTE
46.0992.-100.6556,SIOUX
46.1.-100.6335,SIOUX
46.0944.-100.6587,SIOUX
48.8411.-99.7218,ROLETTE
47.9789.-98.9154,BENSON
46.0944.-100.6444,SIOUX
47.9828.-99.0,BENSON
46.36305556.-97.25305556,RICHLAND
46.82472222.-97.31277778,CASS
47.985.-99.2108,BENSON
48.8472.-99.6674,ROLETTE
47.9861.-99.0,BENSON
47.9806.-98.9236,BENSON
48.8356.-99.711,ROLETTE
47.9489.-99.0753,BENSON
48.8483.-99.9383,ROLETTE
48.8353.-99.7463,ROLETTE
48.8753.-99.8915,ROLETTE
48.1394.-98.9081,RAMSEY
48.8183.-99.8311,ROLETTE
46.0433.-100.9246,SIOUX
47.975.-98.8546,BENSON
47.3061426.-97.6480131,STEELE
48.8592.-99.7351,ROLETTE
48.8411.-99.7365,ROLETTE
46.0961.-100.6378,SIOUX
47.8917.-98.8326,BENSON
47.9822.-98.8714,BENSON
47.635.-101.023,MCLEAN
46.3614.-100.6622,SIOUX
47.9228.-98.9569,BENSON
48.8789.-99.9808,ROLETTE
47.9878.-98.8629,BENSON
48.0208.-98.8518,BENSON
47.9997.-102.5872,MCKENZIE
48.9531.-99.7801,ROLETTE
46.3897.-100.5935,SIOUX
47.9694.-99.0546,BENSON
48.848.-99.8064,ROLETTE
48.8417.-99.6942,ROLETTE
47.9778.-98.8683,BENSON
47.9236.-98.8094,BENSON
47.985.-98.9196,BENSON
47.98.-98.8447,BENSON
48.8931.-99.8671,ROLETTE
46.3747.-100.5882,SIOUX
46.0733.-100.6473,SIOUX
46.2039.-100.709,SIOUX
47.97.-98.8471,BENSON
48.5103.-98.59,RAMSEY
48.025.-99.0212,BENSON
46.0553.-100.668714,SIOUX
46.2653.-100.649,SIOUX
46.88194444.-103.34,BILLINGS
47.9519.-99.0919,BENSON
46.0883.-100.6476,SIOUX
47.8281.-99.0175,EDDY
48.8505.-99.7611,ROLETTE
48.9161.-99.7608,ROLETTE
48.8764.-99.7219,ROLETTE
47.9944.-98.9,BENSON
47.97.-98.8707,BENSON
47.9917.-98.9115,BENSON
47.9981.-98.8717,BENSON
45.9986.-96.9044,RICHLAND
47.99.-98.8748,BENSON
46.0392.-100.9204,SIOUX
48.8578.-99.7685,ROLETTE
48.8381.-99.7365,ROLETTE
48.0083.-99.0379,BENSON
47.9564.-99.0773,BENSON
48.7972.-99.8694,ROLETTE
46.094008.-100.658225,SIOUX
47.9792.-98.8469,BENSON
46.13906.-100.67825,SIOUX
47.9808.-98.9244,BENSON
47.9806.-99.0408,BENSON
46.0908.-100.6561,SIOUX
48.8917.-99.7088,ROLETTE
46.09117.-100.631111,SIOUX
47.9689.-98.8506,BENSON
46.1064.-100.6357,SIOUX
47.26722222.-103.55138889,BILLINGS
46.0936.-100.634,SIOUX
48.8455.-99.6969,ROLETTE
47.9894.-98.866,BENSON
48.8931.-99.8279,ROLETTE
47.51.-102.3005,DUNN
47.9783.-99.004,BENSON
47.9464.-99.0819,BENSON
47.9753.-102.4383,MOUNTRAIL
48.8578.-99.768,ROLETTE
48.8564.-99.8664,ROLETTE
47.8694.-98.9421,BENSON
47.9794.-99.0033,BENSON
47.6661.-101.8472,MCLEAN
48.8556.-99.8354,ROLETTE
47.6097.-101.8447,MCLEAN
47.9803.-99.0015,BENSON
47.7117.-102.5783,DUNN
48.8439.-99.6917,ROLETTE
48.8417.-99.8351,ROLETTE
48.888.-99.8969,ROLETTE
47.9822.-98.9998,BENSON
47.9186.-98.8128,BENSON
48.4041.-100.463,MCHENRY
47.7017.-102.5653,DUNN
46.39361.-100.595,SIOUX
47.5086.-101.998,MERCER
48.8597.-99.6596,ROLETTE
48.8647.-99.9178,ROLETTE
48.0103.-102.7597,MCKENZIE
47.9717.-99.0253,BENSON
48.0222.-99.0393,BENSON
46.08797.-100.62981,SIOUX
48.8553.-99.851,ROLETTE
47.9797.-102.1628,MOUNTRAIL
47.34425.-101.520206,MERCER
45.9667.-100.6504,SIOUX
47.9861.-99.0421,BENSON
47.9811.-99.0042,BENSON
48.8086.-99.7951,ROLETTE
47.35.-103.96666667,MCKENZIE
47.9681.-98.8518,BENSON
46.11811887.-98.88262566,DICKEY
48.845.-100.049,ROLETTE
48.85.-100.0204,ROLETTE
47.8003.-102.5241,MOUNTRAIL
47.9883.-98.8662,BENSON
48.9303.-99.8949,ROLETTE
47.9828.-98.9986,BENSON
47.9897.-98.9994,BENSON
48.8792.-100.0265,ROLETTE
48.7975.-99.881,ROLETTE
47.9814.-98.8714,BENSON
48.8861.-99.8907,ROLETTE
46.5275.-103.875,SLOPE
48.8383.-99.7246,ROLETTE
48.8792.-99.9662,ROLETTE
48.835.-99.751,ROLETTE
47.9744.-99.0843,BENSON
46.0897.-100.6572,SIOUX
47.6.-102.8171,DUNN
47.9831.-98.8379,BENSON
48.8861.-99.7865,ROLETTE
46.1003.-100.636,SIOUX
48.8494.-99.7413,ROLETTE
47.843.-97.0941,GRANDFORKSCOUNTY
47.9736.-99.0806,BENSON
48.0128.-98.9636,RAMSEY
46.28003.-100.89172,SIOUX
48.0056.-98.8431,BENSON
47.9817.-99.0929,BENSON
46.0453.-101.1051,SIOUX
46.1514.-100.7324,SIOUX
47.9794.-99.0425,BENSON
48.873.-99.6792,ROLETTE
48.8569.-99.7338,ROLETTE
48.8667.-100.0347,ROLETTE
46.29055556.-103.62611111,SLOPE
48.8486.-99.7026,ROLETTE
47.9828.-99.0012,BENSON
46.0969.-100.6382,SIOUX
48.8503.-99.9853,ROLETTE
47.9736.-98.8664,BENSON
48.3617.-99.0994,RAMSEY
48.8678.-99.7192,ROLETTE
48.8364.-99.7422,ROLETTE
48.8097.-99.8004,ROLETTE
48.3675.-99.07833333,TOWNER
47.9781.-99.0281,BENSON
47.6581.-102.2961,DUNN
47.8692.-102.62,MOUNTRAIL
46.2058.-100.9399,SIOUX
45.9808.-101.1067,SIOUX
47.9975.-98.9294,BENSON
47.975.-99.0393,BENSON
48.8375.-99.7422,ROLETTE
47.9831.-99.0754,BENSON
48.8244.-99.7676,ROLETTE
46.1667.-100.9004,SIOUX
48.8111.-100.0369,ROLETTE
48.8347.-99.9028,ROLETTE
47.9811.-98.8714,BENSON
46.0403.-100.9244,SIOUX
46.313146.-100.188124,EMMONS
47.97549637.-99.01482795,BENSON
46.1003.-100.6562,SIOUX
48.8725.-100.0294,ROLETTE
48.8505.-99.9061,ROLETTE
47.9736.-99.0448,BENSON
48.8397.-99.9865,ROLETTE
46.0464.-100.929,SIOUX
47.9828.-99.0004,BENSON
47.9697.-98.8883,BENSON
48.8192.-99.7044,ROLETTE
47.9972.-98.991,RAMSEY
47.9792.-98.8531,BENSON
48.8278.-100.0476,ROLETTE
46.1042.-100.6646,SIOUX
48.8431.-99.7004,ROLETTE
47.9997.-98.9168,BENSON
47.9842.-98.8728,BENSON
47.9881.-99.0128,BENSON
48.8822.-99.8901,ROLETTE
47.6128.-103.3903,MCKENZIE
46.4094.-100.6342,SIOUX
47.9617.-99.0592,BENSON
47.7442.-102.6706,MCKENZIE
47.299926.-101.686406,MERCER
46.3897.-100.5942,SIOUX
46.095.-100.6358,SIOUX
48.7944.-99.8671,ROLETTE
48.8389.-99.9083,ROLETTE
47.9811.-98.9986,BENSON
47.9861.-99.0087,BENSON
48.0114.-98.8436,BENSON
47.9167.-102.5838,MOUNTRAIL
46.1931.-100.7524,SIOUX
46.3936.-100.5915,SIOUX
46.3944.-100.6051,SIOUX
48.8069.-99.7865,ROLETTE
48.8722.-99.7504,ROLETTE
48.8633.-99.6913,ROLETTE
48.9306.-99.7249,ROLETTE
48.8375.-99.7449,ROLETTE
47.6681.-101.8378,MCLEAN
48.0297.-98.8694,BENSON
48.8514.-99.9147,ROLETTE
48.6983.-102.108,WARD
48.8555.-99.7528,ROLETTE
46.2347.-100.9387,SIOUX
48.9653.-99.7176,ROLETTE
47.9783.-98.8671,BENSON
47.7.-102.6089,DUNN
46.1275.-100.6493,SIOUX
48.0072.-99.0364,BENSON
47.9394.-99.0825,BENSON
48.8494.-100.0504,ROLETTE
48.0069.-98.8921,BENSON
47.9997.-98.914,BENSON
48.8583.-99.949,ROLETTE
48.8561.-99.7411,ROLETTE
46.35.-100.6671,SIOUX
48.8289.-99.8529,ROLETTE
46.68166667.-103.53444444,BILLINGS
46.10833333.-97.3925,SARGENT
48.8408.-99.6578,ROLETTE
47.9667.-98.9057,BENSON
48.8347.-99.923,ROLETTE
47.7328.-102.6766,MCKENZIE
48.8283.-99.7872,ROLETTE
47.9172.-98.9336,BENSON
47.9831.-98.8606,BENSON
46.3944.-100.5911,SIOUX
48.8928.-99.6958,ROLETTE
46.0956.-100.6573,SIOUX
46.58611111.-103.55833333,SLOPE
47.9203.-98.8022,BENSON
48.8547.-100.0083,ROLETTE
47.98.-98.8661,BENSON
46.3408.-100.6318,SIOUX
46.0311.-100.7943,SIOUX
48.8808.-99.7889,ROLETTE
46.0889.-100.6612,SIOUX
48.8178.-99.7449,ROLETTE
47.9917.-98.9629,BENSON
46.90444444.-103.61944444,GOLDENVALLEY
46.62555556.-103.53527778,SLOPE
46.4067.-100.5998,SIOUX
47.9197.-102.2681,MOUNTRAIL
47.9833.-98.9121,BENSON
48.8805.-99.8511,ROLETTE
47.9208.-98.9835,BENSON
48.8594.-99.7615,ROLETTE
48.0083.-98.7921,BENSON
48.8769.-99.8769,ROLETTE
47.9875.-99.0879,BENSON
47.7356.-102.6644,MCKENZIE
47.8683.-98.9875,BENSON
48.8394.-100.0625,ROLETTE
47.9903.-98.8698,BENSON
48.848.-100.0455,ROLETTE
46.0972.-100.6287,SIOUX
47.9781.-99.0817,BENSON
47.9756.-98.8714,BENSON
48.8306.-99.7185,ROLETTE
48.8994.-99.9425,ROLETTE
46.0625.-100.6696,SIOUX
46.3786.-100.5923,SIOUX
48.8458.-99.7271,ROLETTE
48.8075.-99.8085,ROLETTE
47.9908.-102.4919,MOUNTRAIL
47.8692.-98.8884,BENSON
48.8594.-99.743,ROLETTE
48.6418.-98.5952,CAVALIER
48.8417.-99.7515,ROLETTE
47.7464.-101.9186,MCLEAN
47.9497.-99.1296,BENSON
47.9622.-99.0576,BENSON
47.9906.-98.8665,BENSON
46.3922.-100.5942,SIOUX
47.9725.-98.8298,BENSON
48.8528.-99.8158,ROLETTE
47.9242.-98.7894,BENSON
46.0986.-100.6618,SIOUX
47.9061.-98.8244,BENSON
47.9206.-98.8172,BENSON
47.9833.-99.0336,BENSON
47.9292.-98.7965,BENSON
46.0983.-100.635,SIOUX
47.9825.-98.9087,BENSON
46.3.-100.6004,SIOUX
48.8425.-100.0449,ROLETTE
48.8492.-99.9722,ROLETTE
46.3886.-100.7887,SIOUX
48.0072.-99.0325,BENSON
46.5.-97.66666667,RANSOM
46.0939.-100.6539,SIOUX
47.9178.-98.8023,BENSON
47.60694444.-101.37638889,MCLEAN
47.9083.-98.8203,BENSON
46.1178.-100.6682,SIOUX
47.9811.-98.9243,BENSON
47.9917.-98.9089,BENSON
48.8589.-100.0272,ROLETTE
47.9707.-97.3381,GRANDFORKSCOUNTY
47.9831.-98.8501,BENSON
47.9828.-98.9947,BENSON
47.9258.-98.8425,BENSON
46.4022.-100.631,SIOUX
46.2189.-100.5873,SIOUX
48.8119.-99.8211,ROLETTE
47.46666667.-103.8875,MCKENZIE
48.848.-100.0733,ROLETTE
47.9736.-99.0448,BENSON
47.9194.-98.7976,BENSON
46.91734.-103.49767,BILLINGS
48.8667.-99.8517,ROLETTE
47.9833.-99.9504,PIERCE
48.8029.-101.802,RENVILLE
48.0072.-98.8437,BENSON
47.9944.-98.8462,BENSON
48.8458.-99.7429,ROLETTE
47.92.-98.8183,BENSON
48.8367.-99.7346,ROLETTE
47.9958.-98.8879,BENSON
47.9858.-98.8781,BENSON
47.9169.-98.8169,BENSON
48.85.-99.983,ROLETTE
47.9194.-98.8387,BENSON
47.9794.-98.904,BENSON
47.9869.-98.8684,BENSON
48.8336.-99.7442,ROLETTE
47.9817.-98.9983,BENSON
47.9831.-99.0114,BENSON
48.8542.-99.7629,ROLETTE
48.845.-99.898,ROLETTE
47.9183.-98.8022,BENSON
48.8475.-100.0555,ROLETTE
46.83691.-103.53195,BILLINGS
48.0042.-99.1587,BENSON
47.9917.-98.8875,BENSON
48.8369.-100.0203,ROLETTE
48.8125.-99.8976,ROLETTE
48.0628.-98.8297,RAMSEY
46.09128.-100.62939,SIOUX
48.8489.-100.0117,ROLETTE
47.9822.-98.9085,BENSON
46.0842.-100.6269,SIOUX
48.8717.-100.029,ROLETTE
47.9708.-98.9221,BENSON
47.9678.-98.9681,BENSON
48.8333.-99.8213,ROLETTE
46.05331.-102.19306,ADAMS
46.0892.-100.6775,SIOUX
48.8356.-99.7426,ROLETTE
47.41222222.-103.82444444,MCKENZIE
48.08472222.-102.88361111,MCKENZIE
47.58666667.-103.27861111,MCKENZIE
46.62361111.-103.66777778,SLOPE
47.36277778.-103.37194444,MCKENZIE
47.58333333.-103.66111111,MCKENZIE
48.00611111.-103.07388889,MCKENZIE
47.52277778.-103.10111111,DUNN
47.16166667.-103.21138889,BILLINGS
46.67972222.-103.70472222,GOLDENVALLEY
47.655.-104.00777778,MCKENZIE
47.32583333.-103.5125,BILLINGS
46.51333333.-97.23666667,RICHLAND
47.155.-103.22166667,BILLINGS
46.59166667.-103.475,SLOPE
48.00833333.-103.00166667,MCKENZIE
46.53333333.-97.38333333,RANSOM
47.68666667.-102.88833333,MCKENZIE
46.34166667.-97.22,RICHLAND
46.46666667.-97.425,RANSOM
47.70166667.-103.02166667,MCKENZIE
47.47361111.-103.55,MCKENZIE
46.96388889.-103.35694444,BILLINGS
47.41527778.-104.00833333,MCKENZIE
47.22361111.-103.52083333,BILLINGS
46.925.-103.73333333,GOLDENVALLEY
46.81888889.-103.38777778,BILLINGS
46.81027778.-103.48638889,BILLINGS
46.42111111.-97.33972222,RANSOM
47.30916667.-103.38722222,BILLINGS
47.15138889.-103.50555556,BILLINGS
47.6667.-102.1671,MCLEAN
47.9861.-98.8226,BENSON
48.0042.-98.906,BENSON
47.975.-98.9282,BENSON
47.9694.-98.8907,BENSON
47.9625.-99.081,BENSON
47.9875.-98.8768,BENSON
47.9611.-99.0935,BENSON
47.9792.-99.0935,BENSON
47.9944.-99.0101,BENSON
47.9903.-98.8948,BENSON
47.9889.-98.8434,BENSON
47.65.-102.6838,DUNN
48.0.-102.016,MOUNTRAIL
47.5625.-102.0129,MCLEAN
47.9828.-101.9471,MOUNTRAIL
48.0333.-98.8837,RAMSEY
46.0917.-100.6407,SIOUX
45.9736.-100.6268,SIOUX
46.0958.-100.6296,SIOUX
47.8667.-98.9504,BENSON
47.9.-99.0171,BENSON
47.9181.-98.8046,BENSON
47.9722.-98.8684,BENSON
47.9861.-99.0865,BENSON
47.9861.-98.9351,BENSON
48.0403.-98.8685,RAMSEY
47.9028.-98.8351,BENSON
47.9681.-98.9004,BENSON
47.9361.-98.8184,BENSON
47.9736.-98.9865,BENSON
47.9889.-99.024,BENSON
47.9847.-98.8879,BENSON
47.9583.-99.074,BENSON
47.9556.-98.8643,BENSON
47.9806.-98.8365,BENSON
47.9944.-98.9865,BENSON
47.9694.-99.0226,BENSON
47.9917.-98.849,BENSON
47.9875.-98.8643,BENSON
47.9694.-98.981,BENSON
48.0042.-98.8921,BENSON
47.9861.-98.9546,BENSON
47.9681.-99.0698,BENSON
47.9861.-99.0198,BENSON
47.9861.-99.0198,BENSON
47.9958.-98.8421,BENSON
47.9917.-98.9393,BENSON
48.0194.-98.8921,RAMSEY
47.9861.-98.8865,BENSON
47.9083.-98.8226,BENSON
48.0444.-98.8254,BENSON
47.9708.-98.8865,BENSON
47.9875.-98.0045,NELSON
47.9861.-98.9879,BENSON
48.0111.-98.8393,BENSON
47.9972.-98.8782,BENSON
47.9194.-98.8032,BENSON
48.0278.-98.8421,BENSON
47.975.-99.0921,BENSON
47.9778.-98.8448,BENSON
47.9889.-98.8907,BENSON
47.9986.-98.8962,BENSON
47.9722.-98.824,BENSON
47.9319.-98.8115,BENSON
47.9278.-98.8059,BENSON
47.9889.-99.0282,BENSON
47.9944.-99.0226,BENSON
47.9889.-98.874,BENSON
47.9889.-98.874,BENSON
47.9917.-99.1449,BENSON
47.9056.-98.8226,BENSON
47.8417.-98.8059,EDDY
47.9958.-99.0157,BENSON
47.9931.-98.956,BENSON
47.9264.-98.8046,BENSON
47.9897.-99.0037,BENSON
47.9958.-98.9282,BENSON
47.9778.-99.0115,BENSON
47.9922.-99.0237,BENSON
47.9722.-98.9879,BENSON
47.9875.-98.8893,BENSON
47.9722.-99.0212,BENSON
47.9778.-99.0601,BENSON
47.9292.-98.8059,BENSON
47.975.-98.9726,BENSON
47.9389.-98.8282,BENSON
47.9958.-98.8782,BENSON
47.9986.-98.9782,BENSON
47.9792.-98.0754,NELSON
47.9958.-98.9837,BENSON
47.9889.-99.0421,BENSON
47.9708.-99.0462,BENSON
47.9831.-99.0712,BENSON
47.9331.-98.8001,BENSON
47.9542.-99.0879,BENSON
47.8292.-98.9879,EDDY
48.0497.-99.0046,BENSON
47.925.-98.8462,BENSON
48.0083.-99.0421,BENSON
47.9708.-99.0462,BENSON
47.9917.-99.9879,PIERCE
48.0042.-98.7962,BENSON
48.0417.-99.0212,BENSON
47.9042.-98.8629,BENSON
47.925.-98.8546,BENSON
47.9875.-98.9296,BENSON
46.3.-100.7671,SIOUX
46.2833.-100.7171,SIOUX
46.0528.-100.9004,SIOUX
46.15.-100.6837,SIOUX
46.3667.-100.5837,SIOUX
46.35.-100.6837,SIOUX
46.3667.-100.6671,SIOUX
46.3333.-100.5671,SIOUX
46.0833.-101.1671,SIOUX
46.2167.-101.0337,SIOUX
46.0.-100.6837,SIOUX
46.15.-100.7004,SIOUX
46.3667.-100.5837,SIOUX
46.15.-101.0837,SIOUX
46.0167.-100.6504,SIOUX
46.0.-100.7004,SIOUX
46.3833.-100.6504,SIOUX
46.0917.-100.6426,SIOUX
46.1869.-101.0562,SIOUX
45.9672.-100.6557,SIOUX
46.0906.-100.6482,SIOUX
46.1008.-100.6351,SIOUX
46.1811.-100.8396,SIOUX
46.1281.-100.6562,SIOUX
46.1867.-100.7924,SIOUX
46.3928.-100.6223,SIOUX
46.0033.-100.8135,SIOUX
46.0872.-100.6679,SIOUX
46.3994.-100.594,SIOUX
46.3792.-100.649,SIOUX
46.0439.-100.6646,SIOUX
46.3769.-100.5893,SIOUX
46.095.-100.6418,SIOUX
46.1061.-100.6396,SIOUX
46.3892.-100.5876,SIOUX
46.2044.-101.0512,SIOUX
46.1.-100.6362,SIOUX
46.3747.-100.5896,SIOUX
46.0894.-100.6535,SIOUX
46.1056.-100.6407,SIOUX
46.1061.-100.6401,SIOUX
46.2617.-100.9418,SIOUX
46.0903.-100.6343,SIOUX
46.3778.-100.5837,SIOUX
46.0897.-100.6537,SIOUX
46.3725.-100.9162,SIOUX
46.0028.-100.8015,SIOUX
46.0531.-100.6423,SIOUX
45.9944.-100.6279,SIOUX
46.0919.-100.6332,SIOUX
46.3939.-100.5829,SIOUX
46.1022.-100.6368,SIOUX
46.3869.-100.5835,SIOUX
46.0886.-100.6346,SIOUX
46.1983.-100.9399,SIOUX
48.8389.-99.7518,ROLETTE
48.9125.-99.8499,ROLETTE
48.85.-100.0226,ROLETTE
48.8167.-99.7949,ROLETTE
46.0511.-101.1712,SIOUX
46.3567.-100.5826,SIOUX
48.8375.-99.7282,ROLETTE
48.8464.-99.9824,ROLETTE
48.8339.-99.7207,ROLETTE
48.8417.-99.7413,ROLETTE
48.8069.-99.8504,ROLETTE
48.9153.-99.7907,ROLETTE
48.8833.-99.7574,ROLETTE
48.8597.-99.7221,ROLETTE
48.8694.-99.7351,ROLETTE
48.8772.-99.8504,ROLETTE
48.9.-99.7532,ROLETTE
48.9.-100.0421,ROLETTE
48.8336.-99.7046,ROLETTE
48.875.-99.7254,ROLETTE
48.8342.-99.7338,ROLETTE
48.8708.-100.0249,ROLETTE
48.8444.-100.0449,ROLETTE
48.8389.-99.7551,ROLETTE
48.84.-99.9712,ROLETTE
48.8469.-99.6643,ROLETTE
48.8464.-99.7768,ROLETTE
48.8.-99.8663,ROLETTE
48.8008.-99.7421,ROLETTE
48.8403.-99.7254,ROLETTE
48.8583.-99.7671,ROLETTE
48.8436.-99.6607,ROLETTE
48.8464.-99.6663,ROLETTE
48.8186.-99.7421,ROLETTE
48.8561.-99.8504,ROLETTE
48.8333.-99.7004,ROLETTE
48.8572.-99.8543,ROLETTE
48.9186.-99.854,ROLETTE
48.8569.-100.024,ROLETTE
48.8283.-99.8546,ROLETTE
48.8431.-99.8579,ROLETTE
48.8217.-99.9085,ROLETTE
48.8331.-99.694,ROLETTE
48.8478.-99.9735,ROLETTE
48.8411.-99.7643,ROLETTE
48.8542.-99.7349,ROLETTE
48.8333.-99.8004,ROLETTE
48.7972.-99.8746,ROLETTE
48.8561.-100.0087,ROLETTE
48.8472.-99.9846,ROLETTE
48.8764.-99.7046,ROLETTE
48.8747.-99.7151,ROLETTE
48.8361.-99.724,ROLETTE
48.8858.-99.7132,ROLETTE
48.8578.-99.7268,ROLETTE
48.8425.-99.6851,ROLETTE
48.8525.-99.9132,ROLETTE
48.8433.-100.0299,ROLETTE
48.8522.-99.8276,ROLETTE
48.8672.-99.7132,ROLETTE
48.8444.-99.7274,ROLETTE
48.8386.-99.7296,ROLETTE
48.8347.-99.8463,ROLETTE
48.8833.-99.9582,ROLETTE
48.8333.-99.744,ROLETTE
48.8806.-100.049,ROLETTE
48.8411.-99.9871,ROLETTE
48.8583.-99.9171,ROLETTE
48.8889.-99.9921,ROLETTE
48.8344.-99.794,ROLETTE
48.8556.-99.8524,ROLETTE
48.8278.-99.874,ROLETTE
48.8375.-99.7615,ROLETTE
48.8578.-99.8538,ROLETTE
48.8756.-99.724,ROLETTE
48.8097.-99.8074,ROLETTE
48.8903.-99.7838,ROLETTE
48.8194.-99.8074,ROLETTE
48.8736.-99.9193,ROLETTE
48.8436.-99.659,ROLETTE
48.8542.-99.6796,ROLETTE
48.8083.-99.7949,ROLETTE
48.8564.-99.7246,ROLETTE
48.8694.-99.8957,ROLETTE
48.8472.-99.9837,ROLETTE
48.8936.-99.7904,ROLETTE
48.8364.-99.7413,ROLETTE
48.8689.-99.8379,ROLETTE
48.8444.-99.6588,ROLETTE
48.8494.-99.7429,ROLETTE
48.8264.-100.0671,ROLETTE
48.7472.-99.8379,ROLETTE
48.8781.-100.0304,ROLETTE
48.8461.-99.7768,ROLETTE
48.8467.-100.0871,ROLETTE
48.8872.-99.9315,ROLETTE
48.8489.-99.9643,ROLETTE
48.8219.-99.8507,ROLETTE
48.8367.-99.7371,ROLETTE
48.78.-99.9193,ROLETTE
48.8739.-99.7163,ROLETTE
48.7822.-99.9193,ROLETTE
48.8356.-99.8379,ROLETTE
48.8336.-99.7468,ROLETTE
48.8856.-99.7765,ROLETTE
48.8467.-99.6629,ROLETTE
48.8542.-99.8846,ROLETTE
48.7975.-99.8713,ROLETTE
48.8356.-99.7521,ROLETTE
48.8542.-99.8971,ROLETTE
48.8375.-99.7393,ROLETTE
48.8242.-99.8974,ROLETTE
48.8556.-99.8504,ROLETTE
48.8747.-99.7238,ROLETTE
48.8361.-100.0421,ROLETTE
48.8111.-99.7915,ROLETTE
48.85.-99.7518,ROLETTE
48.8333.-99.8093,ROLETTE
48.8472.-99.6999,ROLETTE
48.8353.-99.8935,ROLETTE
48.8667.-100.026,ROLETTE
48.8542.-99.7713,ROLETTE
48.8394.-99.7282,ROLETTE
48.8925.-99.7879,ROLETTE
48.8333.-99.8882,ROLETTE
48.9175.-99.916,ROLETTE
48.8917.-99.6851,ROLETTE
48.8111.-99.8185,ROLETTE
48.8347.-99.7435,ROLETTE
48.8667.-99.7232,ROLETTE
48.8717.-100.0318,ROLETTE
48.8672.-100.026,ROLETTE
48.8208.-99.7915,ROLETTE
48.8875.-99.841,ROLETTE
48.8269.-99.7338,ROLETTE
48.8378.-99.9474,ROLETTE
48.8381.-99.7215,ROLETTE
48.8422.-99.7254,ROLETTE
48.8878.-99.7713,ROLETTE
48.8583.-99.8549,ROLETTE
48.8639.-99.7465,ROLETTE
48.8756.-99.8518,ROLETTE
47.61259.-103.44953,MCKENZIE
46.9493.-103.53379,BILLINGS
46.95939.-103.3947,BILLINGS
47.6731.-102.6669,DUNN
47.95.-102.2671,MOUNTRAIL
47.9009.-102.7446,MCKENZIE
47.7308.-102.7077,MCKENZIE
47.7486.-101.8374,MCLEAN
47.5811.-101.9968,MCLEAN
47.7372.-102.668,MCKENZIE
47.715.-102.7227,MCKENZIE
47.9672.-102.7663,MCKENZIE
47.7286.-102.6757,MCKENZIE
47.6683.-102.0585,MCLEAN
47.6033.-102.368,DUNN
47.5489.-102.0963,MERCER
47.7464.-102.6713,MCKENZIE
47.9928.-102.5428,MOUNTRAIL
47.6631.-101.6635,MCLEAN
47.6475.-101.9704,MCLEAN
47.735.-102.6671,MCKENZIE
47.8197.-102.4594,MOUNTRAIL
47.7286.-102.6736,MCKENZIE
47.9497.-102.6672,MCKENZIE
47.5253.-102.2408,DUNN
47.6797.-102.0061,MCLEAN
47.9144.-102.3133,MOUNTRAIL
47.5108.-102.2339,DUNN
47.9761.-102.575,MCKENZIE
47.5125.-102.2486,DUNN
47.6361.-101.8439,MCLEAN
47.9839.-102.4772,MOUNTRAIL
47.6486.-102.7255,DUNN
47.7314.-102.6467,DUNN
47.6697.-102.8344,DUNN
47.6275.-102.5264,DUNN
47.6617.-102.3589,DUNN
47.8764.-102.0514,MOUNTRAIL
47.548.-101.853,MCLEAN
48.0389.-102.5208,MOUNTRAIL
47.985.-102.5958,MCKENZIE
47.9739.-102.5814,MCKENZIE
47.9756.-102.6664,MCKENZIE
47.8375.-102.1933,MCLEAN
47.8292.-102.825,MCKENZIE
47.6778.-102.6181,DUNN
47.7469.-102.585,DUNN
47.9806.-102.3378,MOUNTRAIL
47.7283.-102.7186,MCKENZIE
47.8761.-102.1264,MOUNTRAIL
47.7606.-102.7156,MCKENZIE
47.8567.-102.1319,MOUNTRAIL
48.0286.-102.4147,MOUNTRAIL
47.6636.-102.3836,DUNN
47.8181.-102.1289,MCLEAN
47.9972.-102.6622,MCKENZIE
47.9489.-102.1175,MOUNTRAIL
47.8681.-102.7392,MCKENZIE
47.9867.-102.6,MCKENZIE
47.6647.-101.8428,MCLEAN
47.6281.-102.0764,MCLEAN
47.7267.-102.7194,MCKENZIE
47.9778.-102.2894,MOUNTRAIL
47.6581.-101.92,MCLEAN
47.9319.-102.2325,MOUNTRAIL
47.7242.-102.7161,MCKENZIE
47.9486.-102.5022,MOUNTRAIL
47.9819.-102.4972,MOUNTRAIL
47.6642.-101.8403,MCLEAN
47.9844.-102.5997,MCKENZIE
47.7356.-102.6697,MCKENZIE
47.6672.-101.8381,MCLEAN
47.9925.-102.53,MOUNTRAIL
47.7247.-102.5919,DUNN
47.7447.-102.7292,MCKENZIE
48.0006.-102.7392,MCKENZIE
47.9344.-102.5389,MOUNTRAIL
47.9542.-98.8962,BENSON
48.0056.-98.9379,RAMSEY
48.0125.-98.9254,RAMSEY
47.9831.-99.0421,BENSON
47.9583.-98.9254,BENSON
47.9792.-98.8087,BENSON
47.9083.-98.8962,BENSON
47.9997.-99.1168,BENSON
47.9831.-98.9629,BENSON
47.975.-98.9546,BENSON
47.8708.-98.9587,BENSON
47.975.-99.0921,BENSON
47.9125.-98.8921,BENSON
